tokenized_and_stemmed,tweet_english,klasifikasi
segala dampak positif hasil bangun ikn nusantara harap seluruh elemen masyarakat turut dukung langsung bangun maju indonesia,we hope that all elements of society will directly support the development of indonesia's development for all the positive impacts resulting from building indonesia's development,Positif
penting rakyat tanah jadi ikn keren sih,it's important for the people of the land to be cool,Positif
menteri pupr kualitas jalan tol ikn nusantara baik dunia,"minister of public works, the quality of ikn toll roads in the archipelago is good in the world",Positif
tingkat ekonomi indonesia presiden jokowi ajak usaha vietnam investasi ikn nusantara,"indonesia's economic level, president jokowi invites vietnamese businesses to invest in indonesian fish",Positif
hapus subsidi lalu lanjut bangun ikn sangat peduli rakyat sekali priogramnya,remove subsidies then continue building ikn really cares about the people and its program,Positif
sini cerita k aku teh aku jg pro ikn da wkwk,"here's my story, i'm also a fish pro, hahaha",Positif
ikn bawa dampak baik,it will have a good impact,Positif
ikn bawa dampak baik,it will have a good impact,Positif
njir gas 3kg harga 60k ikn wkwk pantes nasi bungkus 20k atas,"njir gas 3kg price 60k ikn wow, no wonder the rice package is above 20k",Positif
selamat nikmat kan ikn sama kereta cepat,good luck with the fast train,Positif
2 000 pns eselon i ii segera pindah duluan ikn jakarta edunews id-sebanyak 2 000 aparatur sipil negara asn pns eselon i eselon ii pindah ibu kota nusantara ikn tahap pertama ini sampai menteri,"2,000 echelon i ii civil servants will immediately move first ikn jakarta edunews id-a total of 2,000 echelon i echelon ii state civil servants will move to the capital of the archipelago in this first stage until the minister",Positif
taruna calo ikn koar koar,"the cadets tout the fish, they're all loud and loud",Positif
brunei darussalam nyata minat investasi ibu kota nusantara presiden jokowi kantong letter of acceptance nila rp 7 triliun konsorsium internasional peluang kolaborasi tuju pusat tumbuh ekonomi baru,brunei darussalam real investment interest capital of the archipelago president jokowi pocket letter of acceptance nila rp 7 trillion international consortium collaboration opportunities to aim for new economic growth center,Positif
kasus km50 pbnu suara gantirugi mandalika ikn wadas kasus rempang peduli pbnu banjir bencana alam jg sepi,km50 case pbnu vote compensation mandalika ikn wadas case rempang care pbnu floods natural disasters also quiet,Positif
thread sekian bikin tekad bulat kalau gk bakal minat beli rumah jabodetabek bismillah tempat ikn,"this thread has made me determined that i will not be interested in buying a house in jabodetabek, bismillah, ikn place",Positif
dukung minta domestik utama lanjut tumbuh konsumsi tingkat investasi khusus bangun jalan lanjut bangun psn masuk ibu kota nusantara ikn,"support the main domestic demand to continue growing consumption, special investment levels, building roads, continuing to build psn to enter the capital of the archipelago, ikn",Positif
gw mikirnya gin soal ken ikn dilanjutin tinggal liat yang nyupirin aja,"i think it's a good idea to continue, just look at the person who's thinking about it",Positif
nyata,real,Positif
banyak asn pusat mau kalau pindah ikn jadi asn pusat tahu dong milih siapa wkwkwkwk,"many central asns would like to move to become central asns, you know who to choose hahaha",Positif
disclaimer dulu nih gue pro bangun ikn rep gue tulis atas dasar dapat temen gue dukung 02 screenshot kamu kirim bilang smi mundur jadi kemenkeu utang indo bengkak bangun ikn,"disclaimer first, i'm pro building ikn rep. i write on the basis that my friends can support me. 02 screenshots you send say smi is stepping down as ministry of finance, indonesian debt is swelling, building ikn",Positif
nyata,real,Positif
sah benar bangun ikn and i m happy to hear kalimantans enthusiasm about ikn perlu catat kalau perata sejahtera duduk cuma pulau jawa sama kalimantan juga semua pulau indonesia,really wake up ikn and i'm happy to hear kalimantan's enthusiasm about ikn. please note that perata sejahtera sits only on the islands of java and kalimantan as well as all the islands of indonesia,Positif
tp statment ganjar tetap lanjut ikn lho bikin ragu kaya full total oposisi sama jokowi,"but the reward statement continues, you know, it makes you doubt the full opposition to jokowi",Positif
nyata,real,Positif
hahaha satu selera,hahaha one taste,Positif
ketika usaha deya ikn ngajakin alil pulang ngga apa anak pdhl mo zeyya cuma mintain mulberries bisa langsung bikin alil pesan travel pulang dey kamu dikalahin sama anak sendiri ituu roman mo zeyya jadi sayang pakde alil banget inih,"when you try to get alil to go home, it's okay, the child, even if mo zeyya just asks for mulberries, you can immediately make alil order a trip home, you're being defeated by your own child, mo zeyya's romance, so i really love pakde alil.",Positif
sini lihat beliau tuju ikn anggar lebih baik bikin 40 kota jakarta karna ikn tidak kalang nikmatinnya tolak belakang prinsip tara adil kalau 01 menang ikn jadi prokprokprok,"here, look at him aiming for ik fencing, it's better to make 40 cities in jakarta because ikn doesn't enjoy it much, it's against the principle of tara, it's fair if 01 wins, ikn becomes prokprokprok",Positif
satu kurang ttg ikn kurang libat masyarakat gagas amp susun bijak shg jadi pro kontra,"one thing is less about the lack of involvement of the community, ideas & wise planning so that there are pros and cons",Positif
kampus kelas dunia pertama tarik ikn,first world class campus to attract ikn,Positif
dey kamu yakin ngga ngiri sama alil wkwk alil nan jauh ikn dah tau kalo star isi dah panggil pakde om lohh,"hey, are you sure you're not sending alil, hey alil, who's far away, i already know that star isi has called uncle uncle, you know?",Positif
wkwk jan bilang anak nya deya lengket nya alil sebentar ngidam pertama om alil bawain ikn,"haha jan said his child was clingy, alil was craving for a while first uncle alil brought some fish",Positif
kan kalau jadi presiden laku adil seluruh rakyat indonesia hanya jakarta makhluk model pj heru lempar ikn ,"right, if you become president, all indonesian people will be fair, only jakarta will be a model of pj heru throwing fish",Positif
menang prabowo mampu terus bangun ikn kelkelkelkelkelkel rekam jejak ide gagas minus koq mau nerusin program jokowi meksoooooo,"win, prabowo is able to continue to build ikn kelkelkelkelkelkel track record of ideas minus how come you want to continue jokowi's program meksoooooo",Positif
main kemarin bahas kyk orang benar dah mulai milu ikn utang negara love you teman teman moga makin liat kyk orang benar ,"yesterday's game discussed like a righteous person, i'm starting to feel sad about the national debt, love you friends, i hope you see more like a righteous person",Positif
dukung minta domestik utama lanjut tumbuh konsumsi tingkat investasi khusus bangun jalan lanjut bangun psn masuk ibu kota nusantara ikn,"support the main domestic demand to continue growing consumption, special investment levels, building roads, continuing to build psn to enter the capital of the archipelago, ikn",Positif
ikn kan butuh dana ngerti dong kan tuju baik negara,"i mean, you need funds, you understand, it's aimed at the good of the country",Positif
jadi jelas untuk tolak ikn bye bye,so it's clear to reject ikn bye bye,Positif
bangun ikn tingkat tumbuh ekonomi,build the level of economic growth,Positif
ikn nusantara jadi titik bangkit tuju negara maju sejahtera,the indonesian archipelago has become a rising point towards a prosperous developed country,Positif
lah deforestasi buat ikn food estate siape ,is deforestation ready for food estates?,Positif
lu kira ikn food estate maksi gratis dana 1400t kemenhan tidak boros 10thn perintah jokowi utang naik 2000t 8000t anjir gedek lag,"do you think ikn food estate has a maximum free fund of 1400t, the ministry of defense won't waste 10 years of jokowi's orders, debt will increase by 2000t, 8000t, anjir gedek lag",Positif
tingkat investasi khusus bangun jalan lanjut bangun psn masuk ibu kota nusantara ikn ,"special investment level to build roads and continue building psn to enter the capital of the indonesian archipelago, ikn",Positif
bahas reply atas revelan banget jawab kan elu bahas soal ikn,"discussing the reply above, it's really relevant to answer, right? you're talking about fish",Positif
menteri basuki pasti tol ikn selesai juli 2024,minister basuki will definitely complete the ikn toll road in july 2024,Positif
ayooo cak malu dong klou sampe pak bersih2 pasca debat keluar mampu baik,"come on, bro, i'm embarrassed. if you clean up after the debate, you'll be fine",Positif
tingkat investasi khusus bangun jalan lanjut bangun psn masuk ibu kota nusantara ikn,"special investment level to build roads and continue building psn to enter the capital of the indonesian archipelago, ikn",Positif
tingkat investasi khusus bangun jalan lanjut bangun psn masuk ibu kota nusantara ikn,"special investment level to build roads and continue building psn to enter the capital of the indonesian archipelago, ikn",Positif
tingkat investasi khusus bangun jalan lanjut bangun psn masuk ibu kota nusantara ikn,"special investment level to build roads and continue building psn to enter the capital of the indonesian archipelago, ikn",Positif
tingkat investasi khusus bangun jalan lanjut bangun psn masuk ibu kota nusantara ikn,"special investment level to build roads and continue building psn to enter the capital of the indonesian archipelago, ikn",Positif
nder bahkan cpns baru buka akhir jurus bisa dimasukin beberapa formasi semua jurus soal aku liat kualifikasi didik s1 embel jurus wkwkwkwk banyakkk formasi buka khusus diterbangin ikn,"nder even the new cpns opens at the end of the moves, you can enter several formations, all the moves, i looked at the qualifications for undergraduate students, additional moves, hahaha, there are lots of special opening formations for flying ikn",Positif
hadehhh berapa penting sih ikn klw emang ada uang nya ngapain terusin,"haha, how important is it, if you actually have the money, why keep doing it?",Positif
pilih 2 3 kalo menang ttp lanjut ikn komediputer,choose 2 or 3 if you win but continue with ikn comedyputer,Positif
yakin paslon loe paham ttg lingkung  ikn mau terus gmana bicara lingkung yang babat hutan buat singkong,are you sure your candidate pair understands the environment for fish? what do you want to do with talking about the environment that clears forests for cassava?,Positif
lanjut ngutang lanjut bikin tol lanjut kereta cepat lanjut hilir asing lanjut ikn lanjut ngubah konstitusi sesuai penting it s okay arti capres cuma jadi kendara doang dong lenggang legitimasi udah ada,"continue borrowing, continue making tolls, continue high-speed trains, continue downstream, continue ikn, continue changing the constitution according to the importance, it's okay, the meaning of the presidential candidate is just a vehicle, don't worry, the legitimacy is already there",Positif
invest ikn rasa takut investnya hancur beranta bukan penting rakyat yang pasti penting perut sendiri,"investing is the fear that your investment will be destroyed, it's not important for the people, what's important is your own stomach",Positif
belum sadar oligarki ver 2 3 sedang main peran good cop vs bad cop bungkam orang tenang anda sendiri  dukung reklamasi jakarta ikn lalu giant sea wall koentji,not yet aware of the oligarchy ver 2 3 playing the role of good cop vs bad cop silence people calm down yourself support the reclamation of jakarta ikn then giant sea wall koentji,Positif
haqqulyakin ikn mangkrak penuh dusta alkadhibuajzun,haqqulyakin ikn stalled full of lies alkadhibuajzun,Positif
suruh jalan kaki sekali sbg bukti cinta jangan kasih gampang bila perlu suruh bikin ikn eh,"tell me to take a walk once as proof of love, don't give it easy, if necessary, tell me to make fish, eh",Positif
no 3 waras no 1 lihat hasil gimana jakarta no 2 gercep bangun ikn amp kereta cepat walaupun pake utang amp pajak rakyat no 3 selow belum tau depan pasti di setir tum partai kalau jadi masih galau,no. 3 sane no. 1 look at the results of jakarta. no. 2 quickly build fast trains even though it uses debt and people's taxes.,Positif
si plongo bisa apa jadi sales ikn,what can the old man do as an fish salesman?,Positif
jokowi punya high stakes ya ikn smelter,"jokowi has high stakes, yes, ikn smelter",Positif
sehat rakyat jadi susah jabat voc tukang peras cuma jago kandang bukti jual ikn k asing tak laku laku haaaaa,"people are healthy, so it's hard to hold a job as a press worker, he's only good at cages, proof that selling foreign fish doesn't sell well, haaaaa",Positif
ini harus juang transportasi hubung lintas darat maju ekonomi sekaligus mangkas waktu makanya ikn tinjau ulang lihat daerah infrastruktur pemerataa cc untuk,"this requires land transportation to advance economically and at the same time save time, that's why we need to review the area of ​​cc equalization infrastructure for",Positif
oligarki n elite politik jelas membacking 02 bahkan pak prabowo sudah punya proyek ikn jangka pendek mungkin ini kes ah gapapa asal kerja ketika lihat jangka panjang it s a big no for the working class,"oligarchs and political elites are clearly backing 02, even pak prabowo already has a short term fish project, maybe this is a problem, it's okay as long as you look at the long term, it's a big no for the working class",Positif
biaya rugi bumn bangun ikn naik pajak wkwkwk,the cost of loss of a state-owned company will increase in taxes hahaha,Positif
ngaku negara chaos duit buat bangun ikn asal,admits that the country is in chaos with money to build the original country,Positif
lagi utang dah numpuk tambal pake utang kata kemaren aman bangun ikn meski pake dana utang tidak masalah kenapa malah gin sih iya gue tim pro bangun ikn sih tidak ken ibukota dipindahin bangun rata tidak ninggalin masalah,"the debt is already piling up, but using debt, yesterday's word was safe to build, even if you use debt funds, it doesn't matter why it's not working, yes, i'm a pro team to build ik, i don't want the capital to be moved, building flat doesn't leave any problems",Positif
penasaran sih jabodetabek jadi satu provinsi ikn benar jadi,"i'm curious if jabodetabek becomes one province, it really happens",Positif
logika balik kalau itu ikn tempat buang asn mesti asn baik yh di ikn nanti,"the logic behind it is that if it's a place to dispose of asn, it has to be a good asn, so i'll find it later",Positif
plis di tiktok rame banget ttg ikn memang ikn lihat bagus wah gemerlap isu ttg pajak naik subsidi bakal hapus gaji jabat naik hutang lonjak rumor menteri resign malah gk up ,"pls there's a lot of buzz on tiktok about fish, it really looks good, wow, there's a lot of buzz about the issue of tax increases, subsidies that will eliminate official salaries, debts will increase, rumors of ministers resigning won't even come up",Positif
kereta cepat salah arah dicebokin trus bakal jadi sama ikn harap baik baik aja,"the fast train is going in the wrong direction and it's going to be the same, hope it's okay",Positif
ikn kota cerdas,smart city icon,Positif
mudah mudah ikn enggak deh cukup cukupin anggar ada kali kurang jgn mewah mewah dah bangun biasa aja,"it's easy, it's not enough, it's not enough, sometimes it's not enough, don't be extravagant, just get up normally",Positif
buah cermin rezim asal asal naik pajak pada akh naik jor joran ikn jadi bangun,"a reflection of the original regime's tax increases at the end of the rise, so i woke up",Positif
aamiin paling serius ikn gk usaj lanjut udah  beban bet ikn buat finansial negara,"amen, the most serious thing is that if ikn doesn't continue, it's already a big burden on the state's finances",Positif
turut progres bangun ikn alami maju pesat dampak sangat dahsyat karena ikn rupa psn wajib dukung,"as well as the progress of developing natural fish, the impact is very powerful because fish in the form of psn must be supported",Positif
ikn keren,cool icon,Positif
food estate saja mengeser lahan suku dayak jadi gersang tandus ikn bapak mayoritas tanah dri situ ahirnya dayak hut tapi lahan parkir buru tikus got wkkkkk udah dayak cerdas jaga hutan dri ambisi wowo,"the food estate just turned the dayak tribe's land into barren barren land, sir, the majority of the land from there ended up being a dayak hut, but the parking lot was full of rats, wow, the dayaks are smart about protecting the forest from ambition, wowo",Positif
wkwkw nalangin ikn,"aww, don't worry about it",Positif
suruh takedown punya properti mereka punya saham ikn silah simpul sendiri,"tell takedown to own the property, they own the shares, please make your own knot",Positif
akun centang biru wawas nya kga sampe luas nyata metland salah satu development bangun d ikn gk mungkin lah kga campur tangan lingkar istana ,"the insightful blue tick account doesn't really extend to the extent that metland, one of the developments that was built, is not possible, it's not possible to intervene in the palace circle",Positif
ikn lebih buah kota harap masa depan indonesia di sana,ikn more fruit cities hope for indonesia's future there,Positif
jadi partai gimana si sebenernya padahal koalisi nya dukung ikn malah gagas koalisi ubah dia gaung,"so what kind of party is it actually? even though the coalition supports ikn, the idea of ​​a coalition has changed",Positif
tak masalah tak jadi swasembada beras penting kereta cepat selesai ikn mulai bangun ingat hkti dukung rejim gada gagal swasembada ,"it doesn't matter, it doesn't matter, it doesn't matter if you are self-sufficient in rice, the important thing is that the train finishes quickly, i will start to wake up, remember hkti, support the regime, don't fail, self-sufficiency",Positif
ikn duluan lah,i'll go first,Positif
ikn penting kalimantan klau dukung ikn jangan pilih orang kalimantan milih presiden lanjut ikn,"ikn is important for kalimantan. if you support ikn, don't vote for kalimantan people. vote for president, continue with ikn",Positif
system bisa cegah tindak korupsi lingkung pns tuju banget visi anies perintah terbit kpi nasional jadi akan tumpang tindih dlm bijak pusat daerah,"the system can prevent acts of corruption in the civil service environment, which really aims at anies' vision, the order to issue a national kpi so that it will overlap with the regional central policy",Positif
si prof coba urus ke lurah mungkin langsung balik logika alam pikir message anies jelas posisi akar kelas kroco mumet sampe kelas hiu megalodon perlu tangan semua lintas kecil smp yang besar kuat kpk yang besar cont gt,"the prof tries to take care of it at the sub-district head, maybe it will go straight back to natural logic, anies's message is clear, the root position of the kroco class is mumet until the megalodon shark class needs hands, all small crosses, big middle school, strong, big kpk, cont gt",Positif
segala bawa2 tuhan pdhl ujung2an cuan langsung hotel ikn,"everything is brought by god, even though in the end the profits go directly to the ikn hotel",Positif
ikn adlh visi wujud sukses ragu akan hasil laku apa mrk selalu ragu2 para visioner berani bisa wujud mimpi2 besar,ikn is a vision that creates success. doubts about the results of what they are doing are always doubtful. brave visionaries can make big dreams come true.,Positif
jangan gitu bang ciputra punya saham metland ciputra punya proyek ikn kan masalah jelas vendor langgar kontrak bukan masalah orang di videotrone punya gagas revisi uu ikn,"don't be like that, bro, ciputra has shares in metland, ciputra has an ikn project, it's clear that the vendor's breach of contract is not a problem, the people at videotrone have the idea of ​​revising the ikn law.",Positif
wah kya acting kar raha hai,wow kya acting kar raha hai,Positif
tenang kalo ikn jadi otomatis jembatan tinggi otomtis,don't worry if the fish becomes an automatic high bridge,Positif
atrbpn menteri agraria tata ruang kepala badan tanah nasional atr bpn had tjahjanto damping presiden ri joko widodo rangkai leta batu pertama groundbreaking tinjau bangun ibu kota nusantara ikn,atrbpn minister of agrarian spatial planning head of national land agency atr bpn had tjahjanto accompanying president of the republic of indonesia joko widodo sangkai leta first stone groundbreaking review building archipelago capital ikn,Positif
tambah masalah ikn ampe investor kagak mau masuk wkwk noh udah 8000t tuh utang negara kagak tau dah ini mau jadi apa,"this adds to the problem, until investors don't want to come in, wow, it's already 8,000 trillion, the national debt doesn't know what it's going to become",Positif
dulu jokowi janji banyak sekolah vokasi buat siap anak2 muda indonesia masuk industri lah sekarang diobok2 nyuruh nyiapin ptn2 oiya lupa anggar buat utang kcic bangun ikn ,"jokowi used to promise that there would be lots of vocational schools to prepare young indonesians to enter industry, but now he's being bullied and told to prepare ptn2, oh yeah, forget about fencing for debts, kcic builds ikn",Positif
uu ite uu ciptaker uu ikn awal ruu semua ruu sah duluan baru diributin ruu omnibus udah suruh revisi malah bikin jadi perpu kek gin maah gampang rezim,"uu ite uu ciptaker uu ikn the beginning of the bill, all the bills are valid first, then there's a fuss about the omnibus bill, i've ordered a revision, even making it into a perpu, it's not easy for the regime.",Positif
jangan bang bahaya kalo anies jadi presiden ruu dkj proses presiden kasih singgasana ikn jakarta sekitar pegang langsung wapres jadi anies tetep bisa jadi gubernur kalo sampe lolos,don't be in danger if anies becomes president. the bill for the president to give the throne to ik jakarta is about directly holding the vice president so anies can still be governor if he passes.,Positif
buat makan gratis kan butuh uang mas e terus ikn sepi minat negeri dalam negeri modal bangun butuh pinjam modal bank bumn ujung benar sama modal perintah beda berani yakin jikalau andaikata 02 menang ,"for free food, you need money, sir, and there is little domestic interest. capital to build, you need to borrow state-owned bank capital, the right end is the same as capital, different orders, dare to be sure, if 02 wins",Positif
kalau paslon menang hotel ikn boncos,"if the candidate pair wins, the hotel will get bonuses",Positif
nyata ikn pakai tanah hashim yang kelola air bersih ponakan prabowo yah,"it's clear that i use hashim's land, which manages prabowo's nephew's clean water",Positif
cb flashback ke belakang prabowo kalah 3x menang loh 1 jadi menhan 2 proyek kemenhan 3 proyek ikn 4 proyek nanam singkong tumbuh jagung 5 kalah menang apalagi menang,cb flashback to prabowo losing 3 times winning 1 becoming defense minister 2 ministry of defense projects 3 fish projects 4 cassava planting projects growing corn 5 losing wins let alone winning,Positif
ikn realisasi benar lebih 400t kek sayang banget cuman buat bangun pusat perintah baru kek mending bangun rumah sakit tiap daerah,"i think the actual realization is more than 400t, it's a shame it's just for building a new command center, it's better to build a hospital in each region.",Positif
jawab b spo city bangun kawasan ikn madu tiga konsep kota kota hutan forest city kota spons sponge city kota cerdas smart city cuss ikut,answer b spo city build honey fish area three city concepts forest city forest city sponge city sponge city smart city smart city cuss come along,Positif
loe bold komen gue kapan prabowo bakal jadi presiden indonesia,you boldly commented on when prabowo will become president of indonesia,Positif
ikn bencana ekologi nyata,ikn a real ecological disaster,Positif
yg benar pajak naik anggar bangun ikn makan siang gratis bengkak,what's true is that taxes are going up and getting up and free lunches are swollen,Positif
ikn otw masdar city uae rakyat dikit sumber daya tumpah politik lebih stabil 30 taun lebih kelar kelar,"ikn otw masdar city uae people have few resources, politics is more stable for more than 30 years, finished",Positif
yg sih materi mungkin yang milik ini rasa kurang terus jadi pilih jalur yang lebih giur kasih sempat bangun hotel ikn sama 9 naga wow,"maybe the material that belongs to this is not enough, so choose a more tempting route, give me the opportunity to build an ikn hotel with 9 dragons, wow",Positif
pak anies dah duluan gagas daripada bangun ikn pak anies lebih penting bangun sekolah rumah sakit transportasi publik aman nyaman jalan bagus gratis,"mr. anies has already had the idea that rather than building a fish, mr. anies, it's more important to build a school, a hospital, safe, comfortable public transportation, good roads, free",Positif
baru baca baca berita nyata mesir bangun ibukota baru anggar 40milyar usd bengkak jadi 58milyar usd belum kelar laku pajak naik jadi beban buat seluruh rakyat mesir ikn begitu hmm just wait n see,"just read the real news, egypt is building a new capital, with a budget of 40 billion usd, it has grown to 58 billion usd, it's not yet finished, taxes have gone up, it's a burden for all egyptians, like that, hmm, just wait and see",Positif
bener anis dong kalau ikn jngan lanjut,"that's right, anis, if it's fish, don't continue",Positif
tahap pertama bangun buah masjid tampung jemaah kapasitas 61 392 orang total biaya konstruksi besar rp991 miliar,"the first stage is to build a mosque to accommodate a congregation with a capacity of 61,392 people. the total construction cost is idr 991 billion",Positif
sobat medcom oke gak perintah terus mulai bangun kawasan ibadat diri masjid gereja katedral vihara pura klenteng ibu kota nusantara ikn,"medcom friends, okay, no orders, continue to build areas for personal worship, mosques, churches, cathedrals, temples, temples, temples, capital of the archipelago, ikn",Positif
izin gus kuat dbt nti soal komitem mbagun desa 5 m per desa tkankan bkn untk kepala desa sampai menit awal jk paslon jga bilang maksimal dana desa blang tidak mungkin harus biaya ikn dn mkn siang,strong gus permission dbt nti about the village building committee 5 m per village right not for the village head until the early minutes if the candidate pairs also say the maximum village fund is not possible it has to cost fish and lunch,Positif
terlalu jauh tahu pajak hibur lama domain daerah mungkin era otonomi kalau hipotesa tarif roket daerah cari duit sendiri pusat sibuk ikn,too far know the old entertainment tax regional domain maybe the era of autonomy if the regional rocket rate hypothesis earns its own money busy center ikn,Positif
kan elu lebih tau gimana raka gercep kalo udah ken ngesahin undang2 ikn omnibuslaw kasus mk bisa cepat kilat gitu kelar heran kalo kuasa laku bakal menjadi2,"you know better how fast it is when you have to get the omnibus law fish law passed, the case can be done so fast, it's surprising that the power to sell will be 2",Positif
gw jg bakal nyatet berapa kali kata - hilir sejahtera food estate ekonomi hijau genjot ikn ubah iklim rakyat ucap,i will also say how many times the words - downstream prosperous food estate green economy boosts fish change people's climate said,Positif
bom soal ikn duh ya negara kalo bukan anies presiden asal jangan 02 deh nang asli kalo 02 jadi,"bomb about fish, duh, the country, if it's not anies, is the original president, don't be 02, the real one, if it's 02, it will be",Positif
kalau kaum mu taji berantas mungkin islam kuasa dunia nyata sesat dalil kuat mudah ban kaum simpang bela apa dengan syakur,"if the mu-taji people are eradicated, maybe islam, the power of the real world, is going astray, a strong argument is easy to ban the deviant people, with gratitude.",Positif
gak mesti gitu lah uu ikn sama omnibus law cilaka amp sehat sama atur buat masyarakat rempang kan hukum sini tuju buat atur dulu baru bahas semua urus cuma kontrak kerja pihak,"it doesn't have to be like that, it's the same as the cilaka omnibus law and it's healthy and the rules are good for the community, right? the law here is aimed at making arrangements first, then discussing all the matters, just the parties' work contracts.",Positif
aku tuju tidak tuju proyek2 tidak penting kayak mesjid mewah rumah menteri mau fungsional begitu trus ikn buat apartemen2 sekali pokok gapapa babat hutan harus mindful,"i don't want to aim at unimportant projects like a luxury mosque, the minister's house wants to be functional, so i want to build apartments, it's okay, it's okay to clear the forest, you have to be mindful",Positif
nyata,real,Positif
probably unpopular opinion twitter pindah ibukota negara ikn putus tepat,probably unpopular opinion twitter moving the country's capital is right,Positif
ga pa pa kan punya ikn,it's okay to have fish,Positif
ikn khianat jokowi bisa makzul video 4 lengkap,"if jokowi's betrayal can be impeached, complete video 4",Positif
ikn khianat jokowi bisa makzul video 3 lengkap,"if jokowi's betrayal can be impeached, complete video 3",Positif
ikn khianat jokowi bisa makzul video 2 lengkap,"if jokowi's betrayal can be impeached, complete video 2",Positif
rezim emang rezim ngasal bikin proyek dl baru mikir ikn grabak grubuk bikin habis trilyunan investor ada ujung rakyat peras pajak hibur naik pajak mobil motor pokok modol nanti pajak,"the regime really refuses to make projects before thinking about fish grabs and grub making trillions of investors run out at the end of the people squeezing entertainment taxes to increase taxes on cars, motorbikes, capital, capital later, taxes",Positif
ikn khianat jokowi bisa makzul video 1 lengkap alhamdulillah batam buzzer uu ite towel hokky,ikn jokowi's betrayal can be impeached video 1 complete thank god batam buzzer uu ite towel hokky,Positif
intiny punya mall gk suka d mallny anies mau stop ikn padahal punya mall udah invest gede2an,"the point is, if you own a mall, you don't like the mall, anies wants to stop doing business even though you already have a big investment in owning a mall",Positif
pakai bawa2 nama tuhan segala emang sdh jujur spt alas karena alas investasi ikn aman tach,"using god's name, everything is honest as a basis because the investment base is safe, right?",Positif
ikn kemarin ada bbrp investor besar mundur karna udah liat kalo ujung ujung bakal henti karna kurang dana,yesterday several large investors withdrew because they saw that at the end of the day they would stop due to lack of funds,Positif
cpns fresh graduate tempat ikn ada minat tenang ikn buruk kenapa cuma fasilitas umum belum lengkap bisa jalan kaki kantor,"cpns fresh graduate where there is interest, calm, bad news, why are the public facilities not yet complete, you can walk to the office",Positif
kereta cepat bikin pajak motor bensin naik ikn cukup sudah pilih anti ikn 01,"fast trains make petrol motorbike taxes increase, just choose anti-ikn 01",Positif
hrus arah paklur to wong punya proyek ikn kok inti tak makan siang gratis,"you have to go to paklur to people who have fish projects, why don't you get a free lunch?",Positif
klo benar proyek perintah ancam gagal di henti semua indikasi rusak lingkung masuk food estate ikn kalau menang  aminmenang menang udh pasti di evaluasi ulang peace bro,"if it's true, the project orders threatened to fail will be stopped, all indications of environmental damage will enter the food estate, ikn, if you win, amen, win, you'll definitely be re-evaluated, peace bro",Positif
subsidi cabut pajak naik buat subsidi ka cepat bangun ikn tinggal nunggu bubar negeri,"subsidies, withdraw taxes, increase subsidies, if you wake up quickly, you just have to wait for the country to end",Positif
gimana jadi generasi emas biaya fokus ikn untuk didik sehat 2045 ada berapa yang s1 iq rata indonesia skrg 78 udah stunting bodoh sekolah terus jadi generasi emas trus cara ikn nikmat generasi yad,"how to become the golden generation, cost of focusing on fish for healthy education in 2045, how many are there with a bachelor's degree, the average iq in indonesia is now 78, already stunted, stupid at school, continue to be the golden generation, then how to make fish delicious for the generation, right?",Positif
40 kota jadi lebih make sense banding ikn,40 cities make more sense compared to ikn,Positif
baru ntn awal yt aneh ya kalau kemal pengaruh jabat ikn jadi host kalimat ikn di nikmat jabat skrg akan nikmat generasi emas masa yad cerita jabat dapat fee proyek ikn jadi generasi emas kalau biaya,"just waiting for the start, it's strange, yes, if it's still the influence of ikn's position, being the host of ikn's sentence will be a blessing for the current position, it will be a blessing for the golden generation, masa yad, the story of the position of getting a fee for the ikn project, becoming a golden generation if it costs",Positif
sabar mbakdok ngga bayang kalo bangun ikn duduk tentu padat ibukota jkt ini,"be patient, sis, i can't imagine that when i wake up i'm sitting, the capital city of jakarta will be very busy",Positif
presiden joko widodo letak batu pertama groundbreaking masjid negara ibu kota nusantara ikn nila rp940 m jokowi kata masjid bisa tampung 61 ribu orang jemaah sebut bangun masjid akan rampung akhir 2024  sandy walsh hokky towel arhan,"president joko widodo lays the first stone for the groundbreaking of the national mosque in the capital of the archipelago ikn nila rp. 940 m jokowi said the mosque can accommodate 61 thousand worshipers, said the construction of the mosque will be completed by the end of 2024 sandy walsh hokky towel arhan",Positif
tang pimpin baik bisa arah buka hutan wilayah ikn jadi pasu dahulu lawan ,"if you have a good lead, you can open the forest in the fish area so you can use your opponent first",Positif
ikn bakal sukses kalo nyoman nuarta dilibatin sama sekali,ikn will be successful if nyoman nuarta is involved at all,Positif
sebenernya bagus perintah pindah ikn soal jakarta udah padat banget ada tapi nih harus tengah hutan mending ppu soal ikn tuh jauh beneran tengah hutan,"actually it's good that the order to move fish about jakarta is already very busy, but it has to be in the middle of the forest, it's better if the ppu for fish is really far away in the middle of the forest",Positif
lah mampu laku rezim ini peras rakyat di ikan kpd orang kaya biaya ikn biaya kereta cepat kaya kroni2nya,"this regime is capable of extorting the people by giving money to rich people, paying high-speed train fees to its cronies.",Positif
lukas 11 28 tb ia kata bahagia mereka dengar firman allah yang pelihara,luke 11 28 tb he said that they were happy to hear the word of god who keeps them,Positif
