tokenized_and_stemmed,tweet_english,klasifikasi,klasifikasi bayes
iya pak kamu jilat trs pak gausa mikirin ideologi penting ego pribadi bisnis ikn lancar jaya,"yes, sir, you lick it, sir, you don't have to think about important ideologies, personal ego, business, business, success, success",Positif,Positif
tingkat investasi khusus bangun jalan lanjut bangun psn masuk ibu kota nusantara ikn,"special investment level to build roads and continue building psn to enter the capital of the indonesian archipelago, ikn",Positif,Positif
prabowo minta sukarelawan gerak menang milu 2024 bangun ikn lanjut dia pilih,prabowo asked for volunteers for the movement to win the 2024 milu to build further icons for him to choose,Positif,Positif
prabowo minta sukarelawan gerak menang milu 2024 bangun ikn lanjut dia pilih,prabowo asked for volunteers for the movement to win the 2024 milu to build further icons for him to choose,Positif,Positif
nah kalau kalimantan dukung ikn vs dukung ikn  bal kental banget budaya wkwkwk,"well, in kalimantan, supporting ikn vs. supporting bale fish has a very strong culture, hahaha",Positif,Positif
emang sih program prabowo lebih unggul ikn makan siang,it's true that prabowo's program is superior to lunch,Positif,Positif
-nah jadi pak anies bukan telantar proyek ikn akan lanjut sudah waktu prioritas bukan buat istana kalimantan ujung nikmat jabat saat ini anies penuh butuh dasar rakyat dulu rata,"- so, mr. anies is not neglected, the ikn project will continue, it's time to prioritize, not for the kalimantan palace, the end of the blessings of office at this time, anies is full of need for the basis of the people first to be even",Positif,Positif
tanya dong pak rakyat butuh makan gratis mending cari makan sendiri gaji gede lagi program makan gratis dana tahun nya ngalahin bangun ikn,"ask sir, the people need free food, it's better to find food for themselves, get a big salary, the free food program has yearly funding, it's better to get rid of fish.",Positif,Positif
ikn mulai serap tenaga kerja warga najam utara jalan sekitar wilayah bangun perlahan baik justru warga kalimantan heran orang jawa fafifu wasweswos sok nolak ikn aspek ekonomi duduk sana perlahan naik,"ikn is starting to absorb the workforce, the residents of north najam, the roads around the area are getting up slowly, in fact, the kalimantan residents are surprised, the javanese people, fafifu, areweswos, pretend to refuse, ikn, the economic aspect is sitting there, slowly increasing.",Negatif,Positif
jawab b sport city karna sport city masuk bangun ikn yuk ikut giveaway tau sama2 untung,answer b sport city because sport city is entering wake up let's join the giveaway you know you'll win,Positif,Positif
prabowo minta sukarelawan gerak menang milu 2024 bangun ikn lanjut dia pilih,prabowo asked for volunteers for the movement to win the 2024 milu to build further icons for him to choose,Positif,Positif
prabowo minta sukarelawan gerak menang milu 2024 bangun ikn lanjut dia pilih,prabowo asked for volunteers for the movement to win the 2024 milu to build further icons for him to choose,Positif,Positif
masih abu soal ikn bahkan tolak lanjut langsung hukum sama warga kalimantan,the issue of ikn is still unclear and even refuses to take legal action directly against the people of kalimantan,Positif,Positif
sedot anggar thn paslon menang 1 450 t mkn gratis 2 beli alutsista 3 1000 t bayar hutang pokok bunga 5 biaya bangun ikn 450 rencana terima 2800 t bayang berapa tambah hutang negara u prog mimpi junjung yang blm butuh rakyat,suck fencing year candidate pair wins 1 450 t free food 2 buy defense equipment 3 1000 t pay debt principal interest 5 costs to build ikn 450 plan receive 2800 t imagine how much more will be added to the national debt u prog dream of upholding which the people don't need yet,Positif,Positif
-masih lanjut nomor 5 mungkin mudah erti maksud pak anies ya gapapa pak anies jelas ke rakyat ikn di desak anies yuk simak baik,"-still continuing with number 5, maybe it's easy to understand what mr. anies means, that's okay, mr. anies is clear to the people, i'm being urged by anies, let's listen carefully",Positif,Positif
krn project yang bikin masuk geng asalbukan02 udah abis pikir kalimantan buat ikn eh nambah food estate dunia tuh hadap sama climate change dari jaman sd duluu pun ajar kalau kalimantan paru dunia trus babat ajah gtu hutan,"because the project that made you join the gang of origin, not 02, i've already thought about kalimantan for fish, and adding to the world's food estate, it's been facing climate change since elementary school, and it's taught me that kalimantan is the lung of the world, so it's just tripping over the forest.",Positif,Positif
5 anies akan lanjut ikn lah gimana dong debat capres ada kpu kemarin bahas jawab tegas ikn ini bukan mau lepas saja yuk simak dulu jelas,"5 anies will continue ikn, how about the presidential candidate debate? yesterday, the kpu discussed the answer firmly, ikn, i don't want to let it go, let's look at it clearly first.",Positif,Positif
buat atur baru wakil presiden 2024-2029 jokowi harap gibran so kuasa triliun aset dki jakarta bogor tangerang bekas kawasan aglomerasi makanya halte transjakarta ubah nama satu per satu bisa jual buat nutup ikn wkwkwk,"make a new arrangement for vice president 2024-2029 jokowi hopes that gibran will have trillions of assets, dki jakarta, bogor tangerang, former agglomeration area, that's why transjakarta bus stops change their names one by one, you can sell them to cover ikn hahaha",Positif,Positif
l kac derita loo hut milik bumn bukn milik publik bisnis to bisnis cari untung loo tukang palak rakyat jago kandang jual sama asing keok ikn laku laku peaak jabat voc,l kac suffers loo hut owned by state owned company not owned by public business to business looking for profit loo craftsman palak people good at selling to foreigners loses ikn sells top of the line voc,Positif,Positif
minta domestik utama lanjut tumbuh konsumsi masuk dampak positif selenggara milu tingkat investasi khusus bangun jalan lanjut bangun psn masuk ibu kota nusantara ikn,"ask the main domestic to continue to grow, consumption will have a positive impact on holding the milu, special investment levels, building roads, continuing to build psn, entering the capital of the archipelago, ikn",Positif,Positif
pala dana usaha tambang kurang gede kali makanya kubu 02 tambahin bayar kang surpaynya cepat naik angka 51 prabowo gibran langsung dlantik jadi 14feb masyarakat usah nyoblos lumayan hemat anggar jadi dana alokasi ikn,"nutmeg mining business funds are not big enough, that's why the 02 camp adds to the payment, the surpay quickly rises, the number 51, prabowo gibran is immediately inaugurated, so on 14 february, people have to vote, it's quite economical, the budget is an ikn allocation fund",Positif,Positif
masuk dampak positif selenggara milu tingkat investasi khusus bangun jalan lanjut bangun psn masuk ibu kota nusantara ikn,"entering the positive impact of holding the milu, the special investment level for building roads continues to build psn, entering the capital of the indonesian archipelago, ikn",Positif,Positif
lengkap sengsara rakyat subsidi bbm cabut pajak motor naik buat proyek makan siang gratis ikn kereta cepat,"complete the misery of the people, fuel subsidies, remove tax on motorbikes for the free lunch project, fast train",Positif,Positif
kalo memang pake kalimat ya lebih cocok guna buat bangun ikn emang bawa2 perata padahal jelas keliru anggap perata bangun bner aje rugi dong ,"if you really use the phrase yes, it's more suitable for building a building, but it's true that you're carrying flatteners, even though it's clearly a mistake to think that building a flattener is true, it's just a loss, right?",Positif,Positif
manusia macam gitu gk jadi ikn koit ya kemarin2 cek ombak tuh manusia laknat setan ttp setan mmng,"people like that don't become koit fish. yesterday, i was checking the waves. humans curse the devil, but the devil does",Netral,Positif
bang era kayah skr inverstasi ikn takut ikn dak lanjut jawab dalam hati,"bro, the rich era of investing is now scared and i will continue to answer in my heart",Positif,Positif
dukung minta domestik utama lanjut tumbuh konsumsi masuk dampak positif selenggara milu tingkat investasi khusus bangun jalan lanjut bangun psn masuk ibu kota nusantara ikn,"support major domestic requests to continue growing consumption, have a positive impact on holding milu, special investment levels, build roads, continue building psn, enter the capital of the archipelago, ikn",Positif,Positif
program aku harap indonesia depan paslon tekrait batal ikn maju 40 kota di indo sebavai anak kuliah rantau ngerasain banget timpang utama dlm relasi kerja akses transportasi,"i hope indonesia's next program will cancel the technical candidate's progress in 40 cities in indonesia, as overseas college students feel very unequal in terms of work relations, access to transportation",Positif,Positif
kemenko polhukam dorong target bangun sistem tahan ikn nusantara realisasi,"the coordinating ministry for political, legal and security affairs is pushing for the target of building an indonesian fish resilience system to be realized",Positif,Positif
pad rupa buah bagai layan selenggara dki punya pad tinggi punya layan prima ini akan kembang kota paham ini terlalu rumit maju 40 kota jauh lebih rasional realistis banding ikn,"the fruit-shaped pad is like the service provided by dki, it has a high pad, it has excellent service, this will develop, the city understands that this is too complicated, developing 40 cities is much more rational, realistic than ikn",Positif,Positif
n nya tentu bukan ikn sama juta nilai baik pimpin begitu wajib waspada pimpin halal segala cara sembunyi balik giat populis politik jadi main menang kalah panggung sandiwara,"of course it's not a fish with a million good points, you have to be alert, you have to be alert, you have to hide and hide, you're active, political populists are playing and winning and losing on stage.",Positif,Positif
kerja mau nama ujung2nya rakyat tanggung nnti ikn jadi bayar utang yang bejibun,"if you work to make a name for yourself, in the end, the people will be responsible for paying off huge debts",Positif,Positif
masuk dampak positif selenggara milu tingkat investasi khusus bangun jalan lanjut bangun psn masuk ibu kota nusantara ikn,"entering the positive impact of holding the milu, the special investment level for building roads continues to build psn, entering the capital of the indonesian archipelago, ikn",Positif,Positif
mimpi apee bandingin visi ikn sing udh jalan jaman tv item putih sih bukan mimpi adab otak tidak maju 0 0 0 0 in 1592474942146154497 1748541354513469677 1897loveju sat jan 20 08 00 34 0000 2024 1748616492617490562 gas pol p prabowo gibran menang ikn lanjut kal bar jalan mulus ,"apee's dream compares the vision of ikn sing, it's already running, the white item is not a dream, brain manners are not advanced 0 0 0 0 in 1592474942146154497 1748541354513469677 1897loveju sat jan 20 08 00 34 0000 2024 17486164926174 90562 gas pol p prabowo gibran wins ikn continue kal bar smooth road",Positif,Positif
segala dampak positif hasil bangun ikn nusantara harap seluruh elemen masyarakat turut dukung langsung bangun maju indonesia,we hope that all elements of society will directly support the development of indonesia's development for all the positive impacts resulting from building indonesia's development,Positif,Positif
penting rakyat tanah jadi ikn keren sih,it's important for the people of the land to be cool,Positif,Positif
menteri pupr kualitas jalan tol ikn nusantara baik dunia,"minister of public works, the quality of ikn toll roads in the archipelago is good in the world",Positif,Positif
tingkat ekonomi indonesia presiden jokowi ajak usaha vietnam investasi ikn nusantara,"indonesia's economic level, president jokowi invites vietnamese businesses to invest in indonesian fish",Positif,Positif
jangan lupa noh orang mau lanjut program lawak tidak nye rezim skarang ikn duit mane tuh kalo kaga ngutang,"don't forget, people want to continue the comedy program, don't worry about the current regime, where's the money if you don't have debt?",Netral,Positif
hapus subsidi lalu lanjut bangun ikn sangat peduli rakyat sekali priogramnya,remove subsidies then continue building ikn really cares about the people and its program,Positif,Positif
sini cerita k aku teh aku jg pro ikn da wkwk,"here's my story, i'm also a fish pro, hahaha",Positif,Positif
ikn bawa dampak baik,it will have a good impact,Positif,Positif
ikn bawa dampak baik,it will have a good impact,Positif,Positif
njir gas 3kg harga 60k ikn wkwk pantes nasi bungkus 20k atas,"njir gas 3kg price 60k ikn wow, no wonder the rice package is above 20k",Positif,Positif
selamat nikmat kan ikn sama kereta cepat,good luck with the fast train,Positif,Positif
2 000 pns eselon i ii segera pindah duluan ikn jakarta edunews id-sebanyak 2 000 aparatur sipil negara asn pns eselon i eselon ii pindah ibu kota nusantara ikn tahap pertama ini sampai menteri,"2,000 echelon i ii civil servants will immediately move first ikn jakarta edunews id-a total of 2,000 echelon i echelon ii state civil servants will move to the capital of the archipelago in this first stage until the minister",Positif,Positif
brunei darussalam nyata minat investasi ibu kota nusantara presiden jokowi kantong letter of acceptance nila rp 7 triliun konsorsium internasional peluang kolaborasi tuju pusat tumbuh ekonomi baru,brunei darussalam real investment interest capital of the archipelago president jokowi pocket letter of acceptance nila rp 7 trillion international consortium collaboration opportunities to aim for new economic growth center,Positif,Positif
kasus km50 pbnu suara gantirugi mandalika ikn wadas kasus rempang peduli pbnu banjir bencana alam jg sepi,km50 case pbnu vote compensation mandalika ikn wadas case rempang care pbnu floods natural disasters also quiet,Positif,Positif
thread sekian bikin tekad bulat kalau gk bakal minat beli rumah jabodetabek bismillah tempat ikn,"this thread has made me determined that i will not be interested in buying a house in jabodetabek, bismillah, ikn place",Positif,Positif
dukung minta domestik utama lanjut tumbuh konsumsi tingkat investasi khusus bangun jalan lanjut bangun psn masuk ibu kota nusantara ikn,"support the main domestic demand to continue growing consumption, special investment levels, building roads, continuing to build psn to enter the capital of the archipelago, ikn",Positif,Positif
gw mikirnya gin soal ken ikn dilanjutin tinggal liat yang nyupirin aja,"i think it's a good idea to continue, just look at the person who's thinking about it",Positif,Positif
banyak asn pusat mau kalau pindah ikn jadi asn pusat tahu dong milih siapa wkwkwkwk,"many central asns would like to move to become central asns, you know who to choose hahaha",Positif,Positif
disclaimer dulu nih gue pro bangun ikn rep gue tulis atas dasar dapat temen gue dukung 02 screenshot kamu kirim bilang smi mundur jadi kemenkeu utang indo bengkak bangun ikn,"disclaimer first, i'm pro building ikn rep. i write on the basis that my friends can support me. 02 screenshots you send say smi is stepping down as ministry of finance, indonesian debt is swelling, building ikn",Positif,Positif
sah benar bangun ikn and i m happy to hear kalimantans enthusiasm about ikn perlu catat kalau perata sejahtera duduk cuma pulau jawa sama kalimantan juga semua pulau indonesia,really wake up ikn and i'm happy to hear kalimantan's enthusiasm about ikn. please note that perata sejahtera sits only on the islands of java and kalimantan as well as all the islands of indonesia,Positif,Positif
tp statment ganjar tetap lanjut ikn lho bikin ragu kaya full total oposisi sama jokowi,"but the reward statement continues, you know, it makes you doubt the full opposition to jokowi",Positif,Positif
ketika usaha deya ikn ngajakin alil pulang ngga apa anak pdhl mo zeyya cuma mintain mulberries bisa langsung bikin alil pesan travel pulang dey kamu dikalahin sama anak sendiri ituu roman mo zeyya jadi sayang pakde alil banget inih,"when you try to get alil to go home, it's okay, the child, even if mo zeyya just asks for mulberries, you can immediately make alil order a trip home, you're being defeated by your own child, mo zeyya's romance, so i really love pakde alil.",Positif,Positif
sini lihat beliau tuju ikn anggar lebih baik bikin 40 kota jakarta karna ikn tidak kalang nikmatinnya tolak belakang prinsip tara adil kalau 01 menang ikn jadi prokprokprok,"here, look at him aiming for ik fencing, it's better to make 40 cities in jakarta because ikn doesn't enjoy it much, it's against the principle of tara, it's fair if 01 wins, ikn becomes prokprokprok",Positif,Positif
satu kurang ttg ikn kurang libat masyarakat gagas amp susun bijak shg jadi pro kontra,"one thing is less about the lack of involvement of the community, ideas & wise planning so that there are pros and cons",Positif,Positif
dey kamu yakin ngga ngiri sama alil wkwk alil nan jauh ikn dah tau kalo star isi dah panggil pakde om lohh,"hey, are you sure you're not sending alil, hey alil, who's far away, i already know that star isi has called uncle uncle, you know?",Positif,Positif
wkwk jan bilang anak nya deya lengket nya alil sebentar ngidam pertama om alil bawain ikn,"haha jan said his child was clingy, alil was craving for a while first uncle alil brought some fish",Positif,Positif
kan kalau jadi presiden laku adil seluruh rakyat indonesia hanya jakarta makhluk model pj heru lempar ikn ,"right, if you become president, all indonesian people will be fair, only jakarta will be a model of pj heru throwing fish",Positif,Positif
menang prabowo mampu terus bangun ikn kelkelkelkelkelkel rekam jejak ide gagas minus koq mau nerusin program jokowi meksoooooo,"win, prabowo is able to continue to build ikn kelkelkelkelkelkel track record of ideas minus how come you want to continue jokowi's program meksoooooo",Positif,Positif
main kemarin bahas kyk orang benar dah mulai milu ikn utang negara love you teman teman moga makin liat kyk orang benar ,"yesterday's game discussed like a righteous person, i'm starting to feel sad about the national debt, love you friends, i hope you see more like a righteous person",Positif,Positif
dukung minta domestik utama lanjut tumbuh konsumsi tingkat investasi khusus bangun jalan lanjut bangun psn masuk ibu kota nusantara ikn,"support the main domestic demand to continue growing consumption, special investment levels, building roads, continuing to build psn to enter the capital of the archipelago, ikn",Positif,Positif
ikn kan butuh dana ngerti dong kan tuju baik negara,"i mean, you need funds, you understand, it's aimed at the good of the country",Positif,Positif
ahli kitab bani israil khusus yahudi tahu dan mana nabi akhir zaman lahir makanya harap nabi akhir golong sehingga qabilah yahudi diam mek nabi muhammad lahir,"the book experts of the children of israel, especially jews, know where the prophet of the end times was born, so we hope that the final prophet will be included so that the qabilah of the jews will be silent when the prophet muhammad was born.",Netral,Positif
lu kira ikn food estate maksi gratis dana 1400t kemenhan tidak boros 10thn perintah jokowi utang naik 2000t 8000t anjir gedek lag,"do you think ikn food estate has a maximum free fund of 1400t, the ministry of defense won't waste 10 years of jokowi's orders, debt will increase by 2000t, 8000t, anjir gedek lag",Positif,Positif
tingkat investasi khusus bangun jalan lanjut bangun psn masuk ibu kota nusantara ikn ,"special investment level to build roads and continue building psn to enter the capital of the indonesian archipelago, ikn",Positif,Positif
bahas reply atas revelan banget jawab kan elu bahas soal ikn,"discussing the reply above, it's really relevant to answer, right? you're talking about fish",Positif,Positif
ayooo cak malu dong klou sampe pak bersih2 pasca debat keluar mampu baik,"come on, bro, i'm embarrassed. if you clean up after the debate, you'll be fine",Positif,Positif
tingkat investasi khusus bangun jalan lanjut bangun psn masuk ibu kota nusantara ikn,"special investment level to build roads and continue building psn to enter the capital of the indonesian archipelago, ikn",Positif,Positif
tingkat investasi khusus bangun jalan lanjut bangun psn masuk ibu kota nusantara ikn,"special investment level to build roads and continue building psn to enter the capital of the indonesian archipelago, ikn",Positif,Positif
tingkat investasi khusus bangun jalan lanjut bangun psn masuk ibu kota nusantara ikn,"special investment level to build roads and continue building psn to enter the capital of the indonesian archipelago, ikn",Positif,Positif
tingkat investasi khusus bangun jalan lanjut bangun psn masuk ibu kota nusantara ikn,"special investment level to build roads and continue building psn to enter the capital of the indonesian archipelago, ikn",Positif,Positif
nder bahkan cpns baru buka akhir jurus bisa dimasukin beberapa formasi semua jurus soal aku liat kualifikasi didik s1 embel jurus wkwkwkwk banyakkk formasi buka khusus diterbangin ikn,"nder even the new cpns opens at the end of the moves, you can enter several formations, all the moves, i looked at the qualifications for undergraduate students, additional moves, hahaha, there are lots of special opening formations for flying ikn",Positif,Positif
hadehhh berapa penting sih ikn klw emang ada uang nya ngapain terusin,"haha, how important is it, if you actually have the money, why keep doing it?",Positif,Positif
pilih 2 3 kalo menang ttp lanjut ikn komediputer,choose 2 or 3 if you win but continue with ikn comedyputer,Positif,Positif
lanjut ngutang lanjut bikin tol lanjut kereta cepat lanjut hilir asing lanjut ikn lanjut ngubah konstitusi sesuai penting it s okay arti capres cuma jadi kendara doang dong lenggang legitimasi udah ada,"continue borrowing, continue making tolls, continue high-speed trains, continue downstream, continue ikn, continue changing the constitution according to the importance, it's okay, the meaning of the presidential candidate is just a vehicle, don't worry, the legitimacy is already there",Positif,Positif
invest ikn rasa takut investnya hancur beranta bukan penting rakyat yang pasti penting perut sendiri,"investing is the fear that your investment will be destroyed, it's not important for the people, what's important is your own stomach",Positif,Positif
belum sadar oligarki ver 2 3 sedang main peran good cop vs bad cop bungkam orang tenang anda sendiri  dukung reklamasi jakarta ikn lalu giant sea wall koentji,not yet aware of the oligarchy ver 2 3 playing the role of good cop vs bad cop silence people calm down yourself support the reclamation of jakarta ikn then giant sea wall koentji,Positif,Positif
suruh jalan kaki sekali sbg bukti cinta jangan kasih gampang bila perlu suruh bikin ikn eh,"tell me to take a walk once as proof of love, don't give it easy, if necessary, tell me to make fish, eh",Positif,Positif
no 3 waras no 1 lihat hasil gimana jakarta no 2 gercep bangun ikn amp kereta cepat walaupun pake utang amp pajak rakyat no 3 selow belum tau depan pasti di setir tum partai kalau jadi masih galau,no. 3 sane no. 1 look at the results of jakarta. no. 2 quickly build fast trains even though it uses debt and people's taxes.,Positif,Positif
sehat rakyat jadi susah jabat voc tukang peras cuma jago kandang bukti jual ikn k asing tak laku laku haaaaa,"people are healthy, so it's hard to hold a job as a press worker, he's only good at cages, proof that selling foreign fish doesn't sell well, haaaaa",Positif,Positif
ini harus juang transportasi hubung lintas darat maju ekonomi sekaligus mangkas waktu makanya ikn tinjau ulang lihat daerah infrastruktur pemerataa cc untuk,"this requires land transportation to advance economically and at the same time save time, that's why we need to review the area of ​​cc equalization infrastructure for",Positif,Positif
oligarki n elite politik jelas membacking 02 bahkan pak prabowo sudah punya proyek ikn jangka pendek mungkin ini kes ah gapapa asal kerja ketika lihat jangka panjang it s a big no for the working class,"oligarchs and political elites are clearly backing 02, even pak prabowo already has a short term fish project, maybe this is a problem, it's okay as long as you look at the long term, it's a big no for the working class",Positif,Positif
biaya rugi bumn bangun ikn naik pajak wkwkwk,the cost of loss of a state-owned company will increase in taxes hahaha,Positif,Positif
penasaran sih jabodetabek jadi satu provinsi ikn benar jadi,"i'm curious if jabodetabek becomes one province, it really happens",Positif,Positif
logika balik kalau itu ikn tempat buang asn mesti asn baik yh di ikn nanti,"the logic behind it is that if it's a place to dispose of asn, it has to be a good asn, so i'll find it later",Positif,Positif
plis di tiktok rame banget ttg ikn memang ikn lihat bagus wah gemerlap isu ttg pajak naik subsidi bakal hapus gaji jabat naik hutang lonjak rumor menteri resign malah gk up ,"pls there's a lot of buzz on tiktok about fish, it really looks good, wow, there's a lot of buzz about the issue of tax increases, subsidies that will eliminate official salaries, debts will increase, rumors of ministers resigning won't even come up",Positif,Positif
kereta cepat salah arah dicebokin trus bakal jadi sama ikn harap baik baik aja,"the fast train is going in the wrong direction and it's going to be the same, hope it's okay",Positif,Positif
mudah mudah ikn enggak deh cukup cukupin anggar ada kali kurang jgn mewah mewah dah bangun biasa aja,"it's easy, it's not enough, it's not enough, sometimes it's not enough, don't be extravagant, just get up normally",Positif,Positif
jabat voc tukang peras itu bisa laku listrik mahal beli 100 rb cuma 72 rb di sedot pungut 28 rb maling loo rejim modus pakai token jabat jago kandang bukti ikn laku laku jual asing haaaa voc loo jok,"the blackmailer's voc position can sell expensive electricity, buy 100 thousand, only 72 thousand, collect 28 thousand, thief loo regime, mode of using the jago jago token, proof of selling, selling foreign goods haaaa voc loo jok",Negatif,Positif
aamiin paling serius ikn gk usaj lanjut udah  beban bet ikn buat finansial negara,"amen, the most serious thing is that if ikn doesn't continue, it's already a big burden on the state's finances",Positif,Positif
turut progres bangun ikn alami maju pesat dampak sangat dahsyat karena ikn rupa psn wajib dukung,"as well as the progress of developing natural fish, the impact is very powerful because fish in the form of psn must be supported",Positif,Positif
food estate saja mengeser lahan suku dayak jadi gersang tandus ikn bapak mayoritas tanah dri situ ahirnya dayak hut tapi lahan parkir buru tikus got wkkkkk udah dayak cerdas jaga hutan dri ambisi wowo,"the food estate just turned the dayak tribe's land into barren barren land, sir, the majority of the land from there ended up being a dayak hut, but the parking lot was full of rats, wow, the dayaks are smart about protecting the forest from ambition, wowo",Positif,Positif
akun centang biru wawas nya kga sampe luas nyata metland salah satu development bangun d ikn gk mungkin lah kga campur tangan lingkar istana ,"the insightful blue tick account doesn't really extend to the extent that metland, one of the developments that was built, is not possible, it's not possible to intervene in the palace circle",Positif,Positif
jadi partai gimana si sebenernya padahal koalisi nya dukung ikn malah gagas koalisi ubah dia gaung,"so what kind of party is it actually? even though the coalition supports ikn, the idea of ​​a coalition has changed",Positif,Positif
iya emang makanya ngapain maksa bikin ikn kalo duit tidak ada investor belum ada emang sakit mau bikin rakyat sengsara,"yes, that's why you're forced to make fish if you don't have the money, there aren't any investors, it really hurts to make people miserable.",Negatif,Positif
tak masalah tak jadi swasembada beras penting kereta cepat selesai ikn mulai bangun ingat hkti dukung rejim gada gagal swasembada ,"it doesn't matter, it doesn't matter, it doesn't matter if you are self-sufficient in rice, the important thing is that the train finishes quickly, i will start to wake up, remember hkti, support the regime, don't fail, self-sufficiency",Positif,Positif
saya prediksi belum proyek kereta cepat proyek ugal-ugalan rezim korup biaya bengkak bangun paksa laku investigasi akan dampak rakyat lagi bangun ikn akan tambah beban apbn,"i don't predict yet that the high-speed train project is a reckless project, a corrupt regime, inflated costs, forced construction, investigation will have an impact on the people's construction, it will add to the burden on the state budget",Negatif,Positif
ikn penting kalimantan klau dukung ikn jangan pilih orang kalimantan milih presiden lanjut ikn,"ikn is important for kalimantan. if you support ikn, don't vote for kalimantan people. vote for president, continue with ikn",Positif,Positif
system bisa cegah tindak korupsi lingkung pns tuju banget visi anies perintah terbit kpi nasional jadi akan tumpang tindih dlm bijak pusat daerah,"the system can prevent acts of corruption in the civil service environment, which really aims at anies' vision, the order to issue a national kpi so that it will overlap with the regional central policy",Positif,Positif
kalau saya masalah ikn tetep jalan jadi rencana jangka panjang akan kaji bangun akan tetap tapi mungkin selesai periode beliau periode presiden datang ingat ikn sudah uu nya jadi akan tetap jalan,"if i have a problem, ikn will continue to run, so the long term plan will be reviewed, building it will remain, but maybe after his term, the presidential period comes, remember, ikn has already had its law, so it will continue to run.",Negatif,Positif
segala bawa2 tuhan pdhl ujung2an cuan langsung hotel ikn,"everything is brought by god, even though in the end the profits go directly to the ikn hotel",Positif,Positif
ikn adlh visi wujud sukses ragu akan hasil laku apa mrk selalu ragu2 para visioner berani bisa wujud mimpi2 besar,ikn is a vision that creates success. doubts about the results of what they are doing are always doubtful. brave visionaries can make big dreams come true.,Positif,Positif
jangan gitu bang ciputra punya saham metland ciputra punya proyek ikn kan masalah jelas vendor langgar kontrak bukan masalah orang di videotrone punya gagas revisi uu ikn,"don't be like that, bro, ciputra has shares in metland, ciputra has an ikn project, it's clear that the vendor's breach of contract is not a problem, the people at videotrone have the idea of ​​revising the ikn law.",Positif,Positif
siap kota2 kabupaten kalimantan selatan kalimantan tengah kalimantan timur lihat kayak kalian doain jadi projek gagal mikir btp harap warga sini thdp ikn kalau gagal duit negara habis dong lagi jadi korban wkkw how ignorant,"ready, cities, districts, south kalimantan, central kalimantan, east kalimantan, look like you prayed for the project to fail, think about it, i hope the people here will respond, if it doesn't work out, the state money will run out, you'll be a victim, wow, how ignorant",Negatif,Positif
atrbpn menteri agraria tata ruang kepala badan tanah nasional atr bpn had tjahjanto damping presiden ri joko widodo rangkai leta batu pertama groundbreaking tinjau bangun ibu kota nusantara ikn,atrbpn minister of agrarian spatial planning head of national land agency atr bpn had tjahjanto accompanying president of the republic of indonesia joko widodo sangkai leta first stone groundbreaking review building archipelago capital ikn,Positif,Positif
tambah masalah ikn ampe investor kagak mau masuk wkwk noh udah 8000t tuh utang negara kagak tau dah ini mau jadi apa,"this adds to the problem, until investors don't want to come in, wow, it's already 8,000 trillion, the national debt doesn't know what it's going to become",Positif,Positif
dulu jokowi janji banyak sekolah vokasi buat siap anak2 muda indonesia masuk industri lah sekarang diobok2 nyuruh nyiapin ptn2 oiya lupa anggar buat utang kcic bangun ikn ,"jokowi used to promise that there would be lots of vocational schools to prepare young indonesians to enter industry, but now he's being bullied and told to prepare ptn2, oh yeah, forget about fencing for debts, kcic builds ikn",Positif,Positif
uu ite uu ciptaker uu ikn awal ruu semua ruu sah duluan baru diributin ruu omnibus udah suruh revisi malah bikin jadi perpu kek gin maah gampang rezim,"uu ite uu ciptaker uu ikn the beginning of the bill, all the bills are valid first, then there's a fuss about the omnibus bill, i've ordered a revision, even making it into a perpu, it's not easy for the regime.",Positif,Positif
jangan bang bahaya kalo anies jadi presiden ruu dkj proses presiden kasih singgasana ikn jakarta sekitar pegang langsung wapres jadi anies tetep bisa jadi gubernur kalo sampe lolos,don't be in danger if anies becomes president. the bill for the president to give the throne to ik jakarta is about directly holding the vice president so anies can still be governor if he passes.,Positif,Positif
buat makan gratis kan butuh uang mas e terus ikn sepi minat negeri dalam negeri modal bangun butuh pinjam modal bank bumn ujung benar sama modal perintah beda berani yakin jikalau andaikata 02 menang ,"for free food, you need money, sir, and there is little domestic interest. capital to build, you need to borrow state-owned bank capital, the right end is the same as capital, different orders, dare to be sure, if 02 wins",Positif,Positif
nyata ikn pakai tanah hashim yang kelola air bersih ponakan prabowo yah,"it's clear that i use hashim's land, which manages prabowo's nephew's clean water",Positif,Positif
cb flashback ke belakang prabowo kalah 3x menang loh 1 jadi menhan 2 proyek kemenhan 3 proyek ikn 4 proyek nanam singkong tumbuh jagung 5 kalah menang apalagi menang,cb flashback to prabowo losing 3 times winning 1 becoming defense minister 2 ministry of defense projects 3 fish projects 4 cassava planting projects growing corn 5 losing wins let alone winning,Positif,Positif
ikn realisasi benar lebih 400t kek sayang banget cuman buat bangun pusat perintah baru kek mending bangun rumah sakit tiap daerah,"i think the actual realization is more than 400t, it's a shame it's just for building a new command center, it's better to build a hospital in each region.",Positif,Positif
jawab b spo city bangun kawasan ikn madu tiga konsep kota kota hutan forest city kota spons sponge city kota cerdas smart city cuss ikut,answer b spo city build honey fish area three city concepts forest city forest city sponge city sponge city smart city smart city cuss come along,Positif,Positif
loe bold komen gue kapan prabowo bakal jadi presiden indonesia,you boldly commented on when prabowo will become president of indonesia,Positif,Positif
